Circular Number,Circular Date,Text,Predicted Redshift,Predicted GRB Number,Predicted Telescope Name,Predicted Redshift Type
7290,2008-02-10 20:01:00.000,"GRB 080210: Hobby-Eberly Telescope Absorption SpectroscopyA. Cucchiara and D. B. Fox (PSU) report on behalf of a larger
collaboration:

""Starting on 2008 Feb 10.49 UT we used the Marcario LRS spectrograph
on the Hobby-Eberly Telescope to obtain 2x 1200s spectra of the
optical afterglow (Klotz, Boer & Atteia, GCN 7280) of GRB 080210
(Grupe et al., GCN 7281).  The coadded spectrum covers the wavelength
range 4100 to 10,500 Ang.  We clearly detect a Ly-alpha absorption
feature as well as several metal features corresponding to FeII, SiII,
CIV, AlII, MnII, the MgII doublet, and MgI at a redshift of z=2.64. No
clear emission lines are evident in our spectrum.  Our observations
are consistent with the redshift and features reported by Jakobsson et
al. (GCN 7286).  We thank HET Resident Astronomer John Caldwell for
performing this observation.""",2.64,GRB 080210,Hobby-Eberly Telescope,Spectroscopic
7384,2008-03-10 09:16:48.000,"GRB 080310:  Magellan redshiftE. Berger (Carnegie/Princeton) and M. Rauch (Carnegie) report:

""We obtained a spectrum of the optical afterglow of GRB 080310 (GCNs 7381, 
7382) using the MagE spectrograph on the Magellan/Clay 6.5-m telescope. 
From preliminary analysis we determine a redshift of about 1.7 based on 
broad Ly-alpha absorption at ~3300A.  Further observations and analysis 
are on-going.""",1.7,GRB 080310,Magellan/Clay 6.5-m telescope,Spectroscopic
7388,2008-03-10 10:13:12.000,"GRB 080310: Lick/Kast SpectroscopyJ.X. Prochaska (UCSC), M. Murphy (Swinburne),
A.L. Malec (Swinburne), K. Miller (Lick)
report on behalf of GRAASP:

""We observed the afterglow of GRB 080310 with the Kast
dual spectrometer for a series of 900s exposures starting
at UT 09:06 under good conditions.  Analysis of the red side
reveals a series of strong absorption features (SiIV, CIV,
AlII 1670) consistent with the redshift z=2.4266.  At
present we consider this to be the redshift of GRB 080310.

Further analysis is in progress.""


This GCN may be cited.

----------------------------------------------
Jason X. Prochaska
UCO/Lick Observatory
UC Santa Cruz
Santa Cruz, CA 95064

xavier@ucolick.org
http://www.ucolick.org/~xavier/
831-459-2135 (Direct)
831-459-2991 (UCO/Lick Main)
831-459-5244 (Fax)",2.4266,GRB 080310,UCO/Lick Observatory,Spectroscopic
7389,2008-03-10 10:15:09.000,"GRB 080310:  Magellan redshift revisionE. Berger (Carnegie/Princeton) and M. Rauch (Carnegie) report:

""The redshift of 1.7 previously quoted in GCN 7384 was due to 
mis-identification of the line.  Based on the detection of Ly-alpha, SII, 
CIV, SiIV, etc.  the correct redshift is z=2.42.""",2.42,GRB 080310,Carnegie/Princeton and Carnegie,Spectroscopic
7391,2008-03-10 10:47:31.000,"GRB 080310: VLT/UVES spectroscopyP.M. Vreeswijk (DARK), P. Jakobsson (U. Hertfordshire), A.O. Jaunsen
(U. Oslo) and C. Ledoux (ESO) report on behalf of a larger
collaboration:

We observed the optical afterglow (Chornock et al., GCN 7381) of GRB
080310 (Cummings et al., GCN 7382) with the Ultraviolet and Visual
Echelle Spectrograph (UVES) mounted at ESO's VLT Kueyen. Observations
were triggered automatically in rapid-response mode starting on 2008
March 10 at 08:51 UT (13 min after the Swift trigger). We secured two
epochs over the full UVES wavelength range before morning twilight.

Most absorption lines can be explained by three systems at redshifts
z=2.43, z=2.28, and z=1.67, confirming the probable redshift of
GRB080310 first reported by Prochaska et al. (GCN 7388).

We acknowledge excellent support from the observing staff at Paranal,
in particular Dominique Naef and Claudio Melo.","z=2.43, z=2.28, and z=1.67",GRB 080310,ESO's VLT Kueyen,Spectroscopic
7397,2008-03-10 17:20:17.000,"GRB 080310: Redshift from Keck/DEIMOS SpectraJ.X. Prochaska (UCSC), R.J. Foley (UCB), B. Holden (UCCS),
D. Magee (UCSC),  M. Cooper (Arizona) and A. Dutton (UCSC)
report on behalf of GRAASP:

""We observed the afterglow of GRB 080310 (Chornock, #7381)
with the Keck/DEIMOS spectrometer for a series of 900s exposures
starting ~2hr after the burst under good conditions.  Analysis of the
data confirms the three absorption systems reported by
Prochaska et al. (#7388) and Vreeswijk et al. (#7391).
We identify modest strength FeII and MgII resonance lines associated
with the absorber at z=2.4266 and also weaker FeII* absorption.  The  
latter observation
establishes this gas as the ISM surrounding GRB 080310.

Further analysis is in progress.""


This GCN may be cited.",2.4266,GRB 080310,Keck/DEIMOS,Spectroscopic
7437,2008-03-19 11:28:33.000,"GRB 080319B: Gemini-South SpectroscopyR. J. Foley, D. Perley, and J. S. Bloom (UCB) on behalf of the GRAASP
collaboration report:

We obtained 2x1800 sec exposures of the optical afterglow (GCN 7428, 7430)
of GRB 080319B (GCN 7427) using GMOS on the Gemini-South telescope with
the R831 grating.  The observations started at 20080319.35 (~2 hours after
the initial Swift trigger).  Initial reductions show a featureless
continuum with no strong absorption systems, emission lines, or breaks.
Given our wavelength range of 595 - 815 nm, we can place the following
constraints on the redshift (in order of descending confidence):

(1) The lack of a Lyman limit implies z < 5.5.
(2) The lack of damped Lya or obvious Lya forest implies z < 3.9.
(3) The lack of obvious Mg II absorption implies z < 1.1.

Further analysis is in progress.",No Redshift,GRB 080319B,Gemini-South,No Information
7444,2008-03-19 13:34:33.000,"VLT/UVES redshift of GRB 080319BP.M. Vreeswijk (DARK), A. Smette (ESO), D. Malesani, J.P.U. Fynbo, Bo
Milvang-Jensen (DARK), P. Jakobsson (U. Hertfordshire), A.O. Jaunsen
(U. Oslo) and C. Ledoux (ESO) report on behalf of a larger
collaboration:

We observed the optical afterglow of GRB 080319B (Racusin et al., GCN
7427) with the Ultraviolet and Visual Echelle Spectrograph (UVES)
mounted at ESO's VLT Kueyen. Observations were performed in
rapid-response mode starting on 2008 March 19 at 07:18 UT.

The highest redshift system that we identify based on the MgII doublet
and various other features has z=0.937, the presumed redshift of GRB
080319B. Another system is identified at z=0.530.

We acknowledge excellent support from the observing staff at Paranal,
in particular Swetlana Hubrig and Elena Mason.",0.937,GRB 080319B,ESO's VLT Kueyen,Spectroscopic
7451,2008-03-19 16:36:37.000,"VLT/UVES redshift of GRB 080319B from FeII fine-structure linesP.M. Vreeswijk, Bo Milvang-Jensen (DARK), A. Smette (ESO),
D. Malesani, J.P.U. Fynbo (DARK), P. Jakobsson (U. Hertfordshire),
A.O. Jaunsen (U. Oslo) and C. Ledoux (ESO) report on behalf of a
larger collaboration:

Besides the absorption systems at z=0.937 and z=0.530 reported in GCN
7444, we also note the presence of two other systems at z=0.715 and
z=0.760 along the sightline toward GRB 080319B. The rest-frame
equivalent width of MgII 2796 for both the z=0.937 and z=0.715 systems
is large: greater than 1A.  Finally, we detect several transitions
from FeII fine-structure levels from the z=0.937 system. Assuming that
the GRB afterglow is responsible for the FeII excitation (see
Prochaska et al. 2006, ApJ, 648, 95; Vreeswijk et al. 2007, A&A, 468,
83), this confirms the z=0.937 system to be the host of GRB 080319B.",0.937,GRB 080319B,VLT/UVES,Spectroscopic
7456,2008-03-19 17:58:58.000,"GRB 080319B:  Hobby-Eberly Telescope SpectroscopyA. Cucchiara & D. B. Fox (PSU) report on behalf of a larger
collaboration:

""Starting on 2008 March 18.49 UT we used the Marcario LRS spectrograph
on the Hobby-Eberly Telescope (R ~ 230 ) to obtain one 1200s spectra
of the optical afterglow (Holland et al., GCN 7428) of GRB 080319B
(Racusin et al., GCN 7427).  The spectrum covers the wavelength range
4100 to 10,500 Angstrom.  We observe multiple metal absorption
features including the MgII doublet (2796, 2803 A) and MgI (2852 A) at
z ~ 0.937. We also detect lines at z ~ 0.760 (MnII 2576, MnII 2594 and
CaI 4227), z ~ 0.715 (MgII doublet) and z ~ 0.530 (NaI 5890,5896).
Our observations are consistent with the redshift and features
reported by Vreeswijk et al. (GCN 7444, 7451).""

[GCN OPS NOTE(19mar08): Per author's request, the date in the Subject-line
was changed from ""080519B"" to ""080319B"".  And the date in the first line
was changd from ""18.49"" to 19.49"".]",0.937,GRB 080319B,Hobby-Eberly Telescope (R ~ 230),Spectroscopic
7499,2008-03-21 16:41:56.000,"GRB080319B: Time-Independent XRT SpectrumNat Butler (UC Berkeley) reports:

I have applied our time-dependent pileup correction code (Butler &
Kocevski 2007; ApJ, 663, 407) to the XRT spectrum of GRB080319B (see, Racusin
et al., GCN 7459).  Although I find similar temporal properties in the     
afterglow decay to those quoted by the XRT team, I find significantly
different spectral properties.  Notably, there is no significant evidence
for a time-variation in N_H and no significant need for a thermal component.
The WT model (0.4-10 keV) and PC mode (0.3-10 keV) spectra fitted jointly
and well (chi^2/nu=799.70/788) with an absorbed powerlaw yields:

Gamma = 1.84+/-0.01
N_H = 1.7+/-0.1 x 10^21 cm^(-2) @ z=0.937 (Vreeswijk et al., GCN 7451), in 
  addition to the expected Galaxy contribution along the line of sight.  Here 
  we assume the solar chemical abundances from Anders & Ebihara (1982).
  This value of N_H implies ~2 mag extinction in the observer frame V band
  assuming the mean Galactic dust+gas properties.

Allowing the photon indices to vary separately: Gamma1=1.84^{+0.1}_{-0.2} and 
Gamma2=1.85+/-0.05, closely consistent.  The fractional possible increase in 
rest-frame N_H between the WT mode data (t=660s to 4.95 ksec) and the PC mode 
data (t=4.95 to 174 ksec) is modest and weakly significant: 
0.74^{+0.43}_{-0.37}%.  I suspect the indicated variations are purely due to 
calibration uncertainties in the WT mode data.  The hard WT mode spectral fit 
in GCN 7459 can be reproduced by relaxing our pileup correction.

Additional evidence disfavors an interpretation of an evolving X-ray
spectrum:

Time resolved fits to the WT mode data show no significant evidence for
spectral evolution in the WT mode data considered alone. See,
http://astro.berkeley.edu/~nat/080319B_spec.jpg

The light curve is a simple (broken) powerlaw for the WT mode data, with
no flaring.  Afterglows with such light curves typically exhibit weak
or no spectral evolution (e.g., Butler & Kocevski 2007, ApJ, 668, 400).
There is no significant variations in the X-ray hardness ratio for this event.
See, http://astro.berkeley.edu/~nat/080319B_hardness.jpg

A fit to BAT data (see also, Cummings et al., GCN 7462) in a time     
region (58s to 303s; chi^2/nu=36.46/55) overlapping the XRT observation has
a roughly consistent powerlaw (Gamma=2.1+/-0.1), and also allows for a
smooth extrapolation in flux between BAT and XRT assuming a simple powerlaw
model connecting the flux in both instruments.

This message can be cited.",0.937,GRB080319B,Swift,Spectroscopic
7511,2008-03-24 22:35:33.000,"GRB 080319B : Apparent spectral evolution in very early Swift/XRT WT mode data: intrinsic or pile-up effect?Bin-Bin Zhang (University of Nevada Las Vegas), Enwei Liang (Guangxi 
University, China) and Bing Zhang (University of Nevada Las Vegas) report:

We have processed the Swift XRT data of GRB 080319B, paying special 
attention to the possible spectral evolution in the WT mode data 
(Racusin et al. GCN 7459; cf. Butler GCN 7499). We perform a 
time-dependent spectral analysis using the method described in (Zhang, 
Liang & Zhang 2007, ApJ, 666, 1002). Since the early data are strongly 
affected by photon pile-up, we use a box annulus region for the WT mode 
data (outer radius 40*20, inner radius 8*20; see also Racusin et al. GCN 
7459) and time-dependent circle annulus regions for the PC mode data to 
extract spectra and lightcurves. We fit the time-dependent spectra using 
a simple power-law model with the absorption from the MilkyWay Galaxy 
(NH_G=1.12e20 cm^{-2} ) and from the host galaxy (NH_host=7.3e20 
cm^{-2}, obtained from fitting to the integrated 1st orbit WT mode 
spectrum). We confirm Butler (GCN 7499) that the apparent spectral 
evolution after 200 seconds is due to instrumental ""pile up"" effect. 
However, in the very early time t ~ (68-100) seconds, an apparent weak 
but significant hard-to-soft spectral evolution sustains even if we take 
into account the pile-up corrections. The photon index evolves from 1.67 
 0.02 to 1.77  0.02 during this period. Our results can be found at 
http://grb.physics.unlv.edu/~xrt/xrtweb/080319B/080319B.html.

To make sure that this early-time spectral evolution is not due to the 
pile-up effect, we extract the time-dependent spectra with box annuli 
having different sizes. By excluding the central regions, we enlarge the 
outer radius up to 80 pixel * 20 pixel to make sure that there are 
enough photons for the spectral analysis. Our tests show that even if 
the inner box size is as large as 30 pixel * 20 pixel (spectra in annuli 
with such a large inner radius is not possible to be affected by the 
pile-up effect), the early time (before 200 seconds) XRT WT data still 
show significant spectral evolution. We therefore cautiously conclude 
that this early spectral evolution is likely intrinsic.

Strong hard-to-soft spectral evolution has been seen in the early steep 
decay phase of many GRB X-ray afterglows (e.g. Zhang et al. 2007, 666, 
1002), which points towards a non-forward-shock origin of the emission. 
We notice that the lightcurve before 200 seconds show several weak 
flaring/flicking features, which is more easily seen in linear scale 
(see http://grb.physics.unlv.edu/~xrt/xrtweb/080319B/earlylc.png). In 
view that some steep decay segments with overlapping flares typically 
show hard-to-soft spectral evolution (Group C in Zhang et al. 2007), we 
suspect that the weak spectral evolution in this burst is also related 
to the weak flaring/flicking features. It is however puzzling why this 
segment naturally transforms to a smooth decay after 200 seconds which 
show no further spectral evolution.

Throughout our fit we have fixed the NH_host values. Another possibitly 
is that the apparent spectral evolution is caused by a varying NH_host 
value (Racusin et al. GCN 7459). We test such a scenario by fixing the 
photon index to \Gamma=1.76 (average value after 200s) and fit the 
time-dependent spectra before 200s using the same model 
(wabs*zbwas*zwabs) but allowing NH_host to be a free parameter.  We 
obtain acceptable fits, and found that the NH_host in the early time 
evolves dramatically to one half of its initiall valve (from ~ 1.1e21 
cm^{-2} to ~ 6.6e20 cm^{-2}). The time evolution of the NH_host value 
can be found at http://grb.physics.unlv.edu/~xrt/xrtweb/080319B/nh.png. 
This is another plausible physical scenario, although a model for the 
rapid depletion of NH_host is called for.

The reduced chi2 in our fitting to the wabs*zwabs*powerlaw model is 
typically ~1. Although a possible thermal component has been suggested 
(cf. Racusin et al. GCN 7459), in our fitting no thermal component is 
required by the data.

This message can be cited.",1.61,GRB 080319B,Swift,Spectroscopic
7517,2008-03-25 18:37:49.000,"GRB 080319C: Gemini-North spectroscopic redshiftK. Wiersema, N. Tanvir (University of Leicester), P. Vreeswijk, J. Fynbo 
(DARK Cosmology Centre), R. Starling, E. Rol (Leicester) and P. Jakobsson 
(Hertfordshire) report on behalf of a large collaboration:

We observed the afterglow of GRB 080319C (GCN 7442) with Gemini North, 
using the GMOS-N instrument. We took spectra using the B600 grism 
(exposure time 4 x 900s) in bad weather conditions: exposures were taken 
through holes in the cloud deck. Observations started at 14:51 UT on
March 19th.

The spectrum shows several absorption lines of C IV, Al II, Si II, Al III, 
Mg I and the CrII / ZnII blend. From these we find the redshift z = 1.95.

We are very grateful to the Gemini staff, in particular Paul Hirst, for 
executing these observations.",1.95,GRB 080319C,Gemini North,Spectroscopic
7534,2008-03-29 00:10:31.000,"GRB 080328: BTA optical imaging and spectroscopyT. A. Fatkhullin, A. S. Moskvitin, V. V. Sokolov (SAO-RAS, Nizhnij Arkhyz), 
A. S. Pozanenko (IKI, Moscow), A. de Ugarte Postigo (ESO, Santiago), M. 
Jelínek, J. Gorosabel and A. J. Castro-Tirado (IAA-CSIC Granada), on 
behalf of a larger collaboration, report:

""Following the detection of GRB 080328 by Swift (Perri et al. GCNC 
7525), we have obtained BVRI imaging and spectroscopy (3800-7500 A) with 
the 6.0m BTA SAO-RAS telescope starting on Mar 28.76 UT  (i.e. 12.4 hr 
after the onset of the event). A faint optical source (with R about 
22.5) consistent with the UVOT position (Ward et al. GCNC 7530) is 
detected in all frames, thus implying an upper limit of about 2.5 for 
the GRB 080328 redshift. Its brightness is not consistent with the 
extrapolation of the early decay reported by Guidorzi et al. (GCNC 7526) 
indicating significant contribution of the reverse shock emission in the 
FTN data. Our BTA spectrum (2 x 900s) shows only a faint continuum and 
nothing conclusive can be reported (except the non-existence of strong 
emission lines arising from an underlying host galaxy).""

This message can be quoted.

[GCN OPS NOTE(29mar08): Per author's request, 3 typos were fixed
in the Fatkhullin, Moskvitin and Pozanenko names.]",No Redshift,GRB 080328,BTA SAO-RAS,Spectroscopic
7544,2008-03-30 07:19:56.000,"GRB 080330: NOT redshiftDaniele Malesani, Johan P.U. Fynbo (DARK), Pall Jakobsson (Univ. 
Hertfordshire), Paul M. Vreeswijk (DARK), Sami-Matias Niemi (NOT), 
report on behalf of a larger observation:

We observed the afterglow of GRB 080330 (Mao et al., GCN 7537) with the 
NOT equipped with ALFOSC. We clealy detect the optical counterpart 
(Klotz et al., GCN 7536; Mao et al., GCN 7537, Schaefer & Guver, GCN 
7538; Gomboc et al., GCN 7539; Bloom & Starr, GCN 7542). We measure R = 
17.55 on March 30.17596 UT (32.1 min after the GRB), assuming R = 17.61 
for the USNO star 1206-0188558 at RA = 11:16:57.541, Dec = +30:37:51.51.

A 1800 s spectrum with ALFOSC was acquired starting 46 min after the 
GRB, covering the range 3700-8000 AA. A preliminary reduction of the 
data reveals absorption features in the spectrum from C IV, Zn II, Fe 
II, and Mg II at redshift z=1.51.

We acknowledge excellent support from the NOT staff",z=1.51,GRB 080330,NOT,Spectroscopic
7547,2008-03-30 15:21:39.000,"GRB 080330: Redshift Confirmation from Hobby-Eberly Telescope SpectroscopyA. Cucchiara & D. B. Fox (PSU) report on behalf of a larger
collaboration:

""Starting on 2008 March 30.35 UT we used the Marcario LRS spectrograph
on the Hobby-Eberly Telescope (R ~ 230 ) to obtain 2 x 1000s spectra
of the optical afterglow (Mao et al., GCN 7537) of GRB 080330. The
spectrum covers the wavelength range 4100 to 10,500 Angstrom. We
observe multiple metal absorption features including the MgII doublet
(2796, 2803 A) and MgI (2852 A), FeII (2586, 2600 A), ZnII (2026 A)
and NiII (1741,1751 A) at redshift z = 1.51.  Our observations are
consistent with the redshift and features reported by Malesani et
al. (GCN 7544).""",1.51,GRB 080330,Hobby-Eberly Telescope,Spectroscopic
7587,2008-04-12 01:51:01.000,"GRB 080411: VLT redshiftChristina C. Thoene (DARK/NBI), Annalisa De Cia (Univ. Iceland), Daniele 
Malesani, and Paul M. Vreeswijk (DARK/NBI), report:

We observed the optical afterglow of GRB 080411 (Marshall et al., GCN 
7584; Kruehler et al., GCN 7586) wih the ESO VLT equipped with FORS1 
with grism 300V. In a 600 s exposure taken at large airmass (average of 
2.45) the afterglow trace is clearly detected. The mean time of the 
observations is Apr 11.987 UT (2.4 hr after the trigger). In the 
acquisition image, we measure R = 17.25 based on archival zeropoints.

We detect very strong absorption lines from Mg II, Mg I, Fe II and 
several other ions at a redshift z = 1.03. Given the strength of the 
features, we consider this to be the redshift of the GRB. We caution 
that the wavelength calibration is based on archival data.

We acknowledge excellent support from the ESO staff, who carried out 
this difficult observation, in particular Swetlana Hubrig.",1.03,GRB 080411,ESO VLT,Spectroscopic
7601,2008-04-13 10:58:47.000,"GRB 080413B: VLT redshiftPaul M. Vreeswijk, Christina C. Thoene, Daniele Malesani, Johan P. U. 
Fynbo, Jens Hjorth (DARK/NBI), Pall Jakobsson (Univ. Hertfordshire), 
Nial R. Tanvir (Univ. Leicester), and Andrew J. Levan (Univ. Warwick), 
report on behalf of a larger collaboration:

We observed the afterglow of the possibly short GRB 080413B (Stamatikos 
et al., GCN 7598) with the ESO VLT equipped with FORS1. A 600 s spectrum 
centered on Apr 13.403 UT (49.5 min after the GRB) was acquired covering 
the range 3500-9000 AA.

 From detection of numerous absorption features, including Fe II, Mg II 
and Mg I lines, we infer a redshift z = 1.10. In particular, we detect 
the Fe II 2396 fine-structure line, which confirms this redshift is very 
likely that of the host of the GRB.

We acknowledge excellent support from the VLT staff, particularly Thomas 
Szeifert, Jose Cortes, and Gianni Marconi.",1.10,GRB 080413B,ESO VLT,Spectroscopic
7602,2008-04-13 12:10:21.000,"GRB 080413A: VLT/UVES redshiftChristina C. Thoene, Daniele Malesani, Paul M. Vreeswijk, Johan P. U.
Fynbo (DARK/NBI), Pall Jakobsson (Univ. of Hertfordshire), Cedric Ledoux
and Alain Smette (ESO) report on behalf of a larger collaboration:

We observed the afterglow of GRB 080413A (GCN 7593, Rykoff & Rujopakarn;
GCN 7594, Stamatikos et al.) on Apr. 13 starting UT 06:36 with UVES at the
VLT. Spectra of 2700 s with low S/N were acquired in the DIC 2R and
2B settings covering the wavelength range between 3250 and 9000 AA.
We detect several narrow absorption features including SII, Si II, CII,
Fe II, AlII, C IV, Si IV as well as broad Lyman alpha absorption at the
highest redshift system which has z=2.433 and is very likely the redshift
of GRB 080413A.

We thank the Paranal staff for executing the observations, in particular
Swetlana Hubrig and Jose Cortes.",2.433,GRB 080413A,VLT,Spectroscopic
7610,2008-04-13 19:59:34.000,"Swift-BAT spectral lag analysis of GRB 080413BT. Sakamoto (GSFC/UMBC), T. Ukwatta (GWU), M. Stamatikos (GSFC/ORAU), S. D.
Barthelmy (GSFC), N. Gehrels (GSFC),

We further report on additional spectral lag analysis regarding the possible
short duration burst classification of GRB 080413B (Stamatikos et al. GCN
Circ. 7598). We now believe GRB 080413B to be a long GRB based upon the
following BAT prompt emission properties:

1) The spectral lag in 25-50 to 100-350 keV bands and 15-25 to 50-100 keV
bands are 0.238 +- 0.016 sec and 0.136 +- 0.008 sec for 4 ms binning.
Therefore, GRB 080413B shows a significant lag.

2) The T90 of the spike is 8.0 +- 1.0 sec based on the mask-weighted light
curve (Barthelmy et al., GCN 7606), which is well within the long duration
GRB population (Sakamoto et al. ApJS, 175, 179).",No Redshift,GRB 080413BT,Swift,No Information
7615,2008-04-14 16:42:35.000,"GRB 080413B: Gemini-South SpectroscopyA. Cucchiara and D. B. Fox (Penn State) with S. B. Cenko (Caltech),
report on behalf of a larger collaboration: 

""Starting on 2008 April 13.41 UT we observed GRB 080413B (Stamatikos
et al. GCN 7598) with the GMOS spectrograph on the Gemini South
telescope.  We obtained a single 900-sec spectrum in the wavelength
range 3900-6700A.  The resolution of our spectrum is 5 Ang/pixel (R ~
1100 at 5900A).  We clearly observe several metal absorption features
corresponding to the MgII doublet (2796,2803 A), MgI (2853A), FeII
(2586A and 2600A), and FeI (3021A). These identifications are
consistent with a host galaxy redshift of z = 1.10, confirming the
result reported from VLT observations by Vreeswijk et al.(GCN 7601).""",1.10,GRB 080413B,Gemini South,Spectroscopic
7616,2008-04-14 17:27:38.000,"GRB 080413A: Gemini-South SpectroscopyA. Cucchiara and D. B. Fox (Penn State) with S. B. Cenko (Caltech),
report on behalf of a larger collaboration:

""Starting on 2008 April 13.27 UT we observed GRB 080413A (GCN 7593 and
7594) with the GMOS spectrograph on the Gemini South telescope. We
obtained 2x1200-sec spectra in the wavelength range 3900-8000A. The
resolution of our spectrum is 5.2 Ang/pixel (R ~1200 at 6000A). We
clearly observe several metal absorption features corresponding to the
SiIV (1393,1402 A), CIV (1548, 1550A), SiII (1526A), and AlII (1670A)
transitions.  A Lyman break is also present at the blue edge of our
spectra (~ 4170A).  These identifications are consistent with a host
galaxy redshift of z = 2.43, confirming the result reported from VLT
observations by Thoene et al.(GCN 7602).""",2.43,GRB 080413A,Gemini South telescope,Spectroscopic
7630,2008-04-18 21:50:05.000,"GRB 080413A: Suzaku/WAM and Swift/BAT joint spectral analysisM. Ohno, M. Kokubun, M. Suzuki, T. Takahashi (ISAS/JAXA)
K. Yamaoka, S. Sugita (Aoyama Gakuin U.),
T. Enoto (Univ. of Tokyo), Y.E. Nakagawa, T. Tamagawa (RIKEN),
T. Uehara, T. Takahashi, Y. Fukazawa, C. Kira, Y. Hanabata
(Hiroshima U.), M. Tashiro,
Y. Terada, Y. Urata, A. Endo, K. Onda, N. Kodaka, K. Morigami (Saitama U.),
K. Nakazawa, K. Makishima (Univ. of Tokyo), E. Sonoda, M. Yamauchi,
H. Tanaka, R. Hara (Univ. of Miyazaki), , S. Hong (Nihon U.),
on behalf of the Suzaku WAM team, report:

J. Tueller (GSFC), S. D. Barthelmy (GSFC), W. Baumgartner (GSFC/UMBC),
A. P. Beardmore (U Leicester), J. Cummings (GSFC/UMBC), E. Fenimore (LANL),
N. Gehrels (GSFC), H. Krimm (GSFC/USRA), C. Markwardt (GSFC/UMD),
K. McLean (GSFC/UMD), D. Palmer (LANL), T. Sakamoto (GSFC/UMBC),
G. Sato (GSFC/ISAS), M. Stamatikos (GSFC/ORAU), T. Ukwatta (GWU)
(i.e. the Swift-BAT team):

report:

We performed the Suzaku/WAM and Swift/BAT joint fit spectral
analysis of GRB 080413A (Swift/BAT trigger #309096; Beardmore et al., 
GCN 7594).  The time interval of the spectral data for each 
instrument is chosen from T0(WAM)-1 to T0(WAM)+22 sec where
T0(WAM) is the trigger time of WAM at  02:54:18.648 UTC.  
This time interval includes the initial two peaks, but not 
the relatively soft third peak around T0(WAM)+45 sec which 
is clearly visible in the BAT data (Tueller et al., GCN 7604).  
The energy ranges which we used in the joint spectral analysis
are 13-150 keV and 150-1000 keV for Swift/BAT and Suzaku/WAM
respectively.  The spectral data of two instruments are fit
with the spectral model multiplied by the constant factor to
take into account the systematic uncertainties in the response
matrices of each instrument.

The spectrum is well fit with a power-law with exponential cutoff
model (dN/dE ~ E^{alpha} * exp(-(2+alpha)*E/Epeak)).  The constant
factors of each instrument agree within 20%.  No systematic residual
from the best fit model is seen in the spectral data of each instrument.
The best fit spectral parameters are: alpha = -1.2 +- 0.1 and
Epeak = 170 (-40/+80) keV (chi2/dof = 75/73).  The energy fluence
in the 15-1000 keV band calculated by a power-law with exponential
cutoff model for this 23 sec interval is 4.8 (-1.2/+0.4) x 10^-6 erg/cm2
(assuming the constant factor of the BAT is fixed to 1).

Assuming z = 2.433 (Thoene et al., GCN 7602) and a standard 
cosmology model with H_0 = 71 km/s/Mpc, Omega_M = 0.27, 
Omega_\Lambda = 0.73, the isotropic energy release is 
E_iso ~8x10^52 erg in 1 keV to 10 MeV at the GRB rest frame.   

All the quoted errors are at the 90% confidence level.",2.433,GRB 080413A,Swift,Spectroscopic
7650,2008-05-01 02:51:20.000,"GRB 080430: Spectroscopy from CAHAA. de Ugarte Postigo, L. Christensen (ESO), J. Gorosabel (IAA-CSIC),
C. Thne (Dark), D.A. Kann (TLS), A. Mora (UAM), T. Szeifert (ESO),
M. Jelinek, A.J. Castro-Tirado (IAA-CSIC), S. Pedraz (CAHA),
N. Cardiel, D. Montes (UCM). On behalf of a larger collaboration report:

We have obtained spectroscopic observations of GRB 080430 from the 2.2m
Calar
Alto telescope (+CAFOS) starting at 21:11 UT (78 minutes after the
burst). The
observations consisted of 3x1200s integrations in low resolution. The
signal to noise
ratio is low but after a preliminary reduction we may conclude:

1) Continuum is clearly detected down to 3500 Angstroms, implying a
redshift smaller
than 1.9.
2) We detect an absorption feature at ~4900 Angstroms that we suggest to
be the
MgII doublet (2796.3, 2803.5), implying a most probable redshift of ~0.75.

Further analysis is ongoing. Additional spectroscopic observations are
encouraged.

This message may be cited.",~0.75,GRB 080430,2.2m Calar Alto telescope (+CAFOS),Spectroscopic
7654,2008-05-01 10:47:05.000,"GRB 080430:  Hobby-Eberly Telescope Absorption RedshiftA. Cucchiara and D. B. Fox (Penn State) report:

""Starting on 2008 May 1.21 UT we used the Marcario LRS spectrograph
on the Hobby-Eberly Telescope (R ~ 230) to obtain a 1200s spectrum
of the optical afterglow of GRB 080430 (Guidorzi et al., GCN 7647).
The spectrum covers the wavelength range 4100 to 10,500 Angstrom.  We
clearly observe metal absorption features corresponding to the MgII
doublet (2796, 2803 A) and MgI (2852 A) at redshift z = 0.767. The
spectrum does not show any other significant features, consistent
with Calar Alto telescope observations (de Ugarte Postigo et al.,
GCN 7650).

We thank the HET staff for performing this observation.""",0.767,GRB 080430,Hobby-Eberly Telescope (HET),Spectroscopic
7666,2008-05-03 13:22:34.000,"GRB 080503: Optical afterglow candidate and LRIS spectroscopy of the short burstD. A. Perley (UC Berkeley), D. Lai, C. Rockosi (UCSC/Lick), and J. S. 
Bloom (UC Berkeley) report:

After the GRB alert we slewed to the position with the Keck I telescope, 
equipped with LRIS.  We detect a possible new source at a position 
consistent with the XRT position in the LRIS guider camera near the 
detection limit of the guider (~20-21st mag).  Spectroscopic 
observations began at ~13:01 UT.  Results will be reported in 
forthcoming circulars.",No Redshift,GRB 080503,Keck I,Spectroscopic
