Circular Number,Circular Date,Text,Predicted Redshift,Predicted GRB Number,Predicted Telescope Name,Predicted Redshift Type,Parsed Redshift
5218,2006-06-05 12:24:51.000,"GRB 060604: redshiftA. J. Castro-Tirado, P. Amado (IAA-CSIC Granada),
I. Negueruela (U. de Alicante), J. Gorosabel, M. Jelínek
and A. de Ugarte Postigo (IAA-CSIC),

report:

""We have observed the optical afterglow of GRB 060604 (Page et al.
GCN Circ. 5212) with the 2.5m Nordic Optical telescope (+ALFOSC) 
at Observatorio del Roque de los Muchachos (La Palma). Observations 
consisted of a 150 s V-band exposure with showed a faint object at 
the location of the proposed Swift/UVOT candidate, in agreement with
Tanvir et al. (GCN Circ. 5216), plus a 1200 s exposure spectrum 
covering the range 3200-9100 A with the grism#4. Based on the presence 
of a strong continuum break around 4475 A which we identify as due to 
Ly-alpha, we estimate a redshift of z = 2.68. Further analysis is in 
progress""

This message is citeable.",2.68,GRB 060604,Nordic Optical telescope (+ALFOSC),Spectroscopic,2.68
5223,2006-06-05 21:48:49.000,"GRB060605: Spectral Observations and RedshiftB. Peterson and B. Schmidt (ANU) on behalf of a larger collaboration report,

""We have obtained imaging and spectra of GRB060605 (GCN 5221) with the 
ANU 2.3m telescope
and confirm the candidate of  Rykoff et al. (GCN 5220). The spectrum 
taken with the Double Beam
Spectrograph reveals a strong absorption feature at 5850A with many 
absorption lines to the
blue of this feature. To the red, the spectrum has only a few very  weak 
absoption lines and is otherwise a featureless power law. Associating 
the absorption feature at ~5850 with Ly-alpha gives a redshift of z=3.8 
for the burst.""",z=3.8,GRB060605,ANU 2.3m telescope,Spectroscopic,3.8
5283,2006-07-03 21:31:23.000,"GRB 050223: Magellan redshiftE. Berger (Carnegie) and Min-Su Shin (Princeton) report:

""We obtained spectroscopic observations of the host galaxy of GRB 050223
(GCN 5268) with the LDSS-3 spectrograph on the Magellan/Clay telescope on
2006 June 28 UT.  We find a single emission line at an observed
(vacuum-corrected) wavelength of 5933.8A, corresponding to [OII]3727 at a
redshift z=0.5915.  At this redshift, the observed brightness of the host,
R=21.6 mag (GCN 5268), corresponds to an absolute magnitude, M_B=-20.2 mag
or ~0.5L*.  We further detect an emission line at the same wavelength from
a galaxy about 1.3 mag fainter located 10"" to the east of the host galaxy,
indicating that it is a companion to the host with a separation of about
65 kpc and a luminosity of about 0.15L*.

At the redshift of the host and with a fluence of 9.7e-7 erg/cm^2 (Page et
al. 2005, MNRAS, 363, L76), the isotropic-equivalent gamma-ray energy of
GRB 050223 is only 8.7e50 erg.""",0.5915,GRB 050223,Magellan/Clay telescope,Spectroscopic,0.5915
5298,2006-07-09 19:05:24.000,"GRB 060707: OA fading and redshiftPall Jakobsson, Nial Tanvir (Univ. of Hertfordshire), Brian L. Jensen,
Johan P. U. Fynbo (DARK, NBI), Antonio de Ugarte Postigo, Javier
Gorosabel (IAA-CSIC Granada), Sylvio Klose (TLS Tautenburg) and Paul
Vreeswijk (ESO) report on behalf of a larger collaboration:

Using FORS1 on the Very Large Telescope, we have obtained 3*30 min
spectra (300V) of the GRB 060707 field (Moretti et al., GCN 5285). The
acquisition image shows that the proposed optical afterglow (de Ugarte
Postigo et al., GCN 5290) has faded by approximately two magnitudes.
Using photometric zeropoints from the ESO webpages we estimate the
afterglow magnitude to be R ~ 22.4 on July 9.329 (1.432 days post-burst).

The combined spectrum displays a strong absorption feature around
5386 AA, with the flux dropping substantially blueward of this feature.
Associating it with Ly-alpha gives a redshift of z = 3.43 for the burst.
At this redshift we find several other absorption features, including
Ly-beta, Si II, Si IV, C IV, Al II and O III].",z = 3.43,GRB 060707,FORS1 on the Very Large Telescope (VLT),Spectroscopic,3.43
5320,2006-07-15 05:23:29.000,"GRB 060714: OA redshiftPall Jakobsson (U. Hertfordshire), Paul Vreeswijk (ESO),
Johan P.U. Fynbo, Jens Hjorth (DARK, NBI), Rhaana Starling
(U. Amsterdam), D. Alexander Kann (TLS Tautenburg) and
Dieter Hartmann (Clemson University) report on behalf of a
larger collaboration:

Using FORS1 on the Very Large Telescope, we have obtained
3*30 min spectra (300V) of GRB 060714 (Krimm et al., GCN 5311).
The acquisition image shows the UVOT optical afterglow candidate
to have R ~ 20.4 on July 14.990 (8.54 hours post-burst).

The combined spectrum is rich of absorption features, including
Ly-alpha, Ly-beta, S II, C II, C IV, Si II, Si IV, Fe II, Al II
and Zn II, corresponding to a redshift of z = 2.71.",2.71,GRB 060714,Very Large Telescope (VLT),Spectroscopic,2.71
5376,2006-08-01 03:39:43.000,"GRB 060218 / SN 2006aj Nebular SpectrumSpectroscopic Detection of the Late Nebular Phase of
SN 2006aj (associated with GRB 060218)

R. J. Foley, J. S. Bloom, D. A. Perley, and N. R. Butler
(UC Berkeley) report:

""We obtained 2x600 sec spectra of GRB 060218 / SN 2006aj
(GCN 4775) on 20060726 UT, 153 rest-frame days past the
GRB trigger, with Keck I (+ LRIS).  The spectrum shows
prominent nebular emission lines attributed to [O I]
6300, 6364, Na D, and the Ca II IR triplet.  The spectrum
resembles the nebular spectrum of GRB 980425 / SN 1998bw
at a similar epoch.  With a redshift of z = 0.033
(Mirabal & Halpern, GCN 4792), this is the most distant
GRB-SN with a observed nebular spectrum.

The [O I] line has a velocity width of 10700 km/s, which
is quantitatively similar to SN 1998bw 157 rest-frame
days past the GRB trigger.  The line has one strong peak,
with a slight shoulder, attributed to [O I] 6364.  There
is no obvious asymmetry in this spectrum, consistent with
the models of Mazzali et al. (2005, Science, 308, 1284).
Further spectroscopic observations are encouraged.

A comparison of our spectrum of GRB 060218 / SN 2006aj to
a spectrum of GRB 980425 / SN 1998bw can be found at
http://astro.berkeley.edu/~rfoley/foley_etal-grb060218.jpg",0.033,GRB 060218 / SN 2006aj,Keck I (+ LRIS),Spectroscopic,0.033
5387,2006-08-02 04:51:03.000,"GRB 051109B:  Bright spiral host galaxy at low redshiftD. A. Perley, R. J. Foley, J. S. Bloom and N. R. Butler (UCB) report:

On the night of 2006 July 25 (UT), we imaged the field of GRB051109B 
(GCN 4222) for 630 seconds in g' and 600 seconds in R using Keck I (+ 
LRIS).  There is a bright (R ~ 14.5) spiral galaxy close to the XRT 
position (GCN 4226), also visible in DSS and other surveys.  In our 
imaging, the galaxy is observed to be a barred spiral of type SBa.  The 
presence of a faint tidal bridge indicates that the galaxy has recently 
interacted with a neighboring galaxy 60"" to the north.

Using 25 X-ray sources and 51 DSS sources in the field, we calculate an 
improved XRT position of RA = 23:01:50.21, dec = +38:40:46.0 (with a 90% 
uncertainty radius of 2.2"", including an estimate of the systematic 
error.)  This position lies inside an outer spiral arm of the galaxy, 
identifying it as the GRB host.  In addition, both our position and the 
original XRT error circle include a faint optical point-like source at 
RA = 23:01:50.30, dec = +38:40:46.7 (0.5"" uncertainty).

We obtained spectroscopy of the host galaxy and optical source the 
following night.  The galaxy is observed to be at a redshift of z = 
0.080, and lacks any strong emission features.  Spectroscopy of the 
point source inside the XRT error circle shows no evidence for a 
nebular-phase supernova; however, there are emission lines indicating 
active star formation in this region.

The offset of the position of the optical source to the galaxy center is 
14.1"", or 20.9 kpc at the observed redshift.  This is the largest offset 
yet seen in a long GRB in angular or physical scale.  Using the 15-150 
keV gamma-ray fluence (GCN 4237), E_iso for this GRB is 4.1 x 10^48 
ergs, comparable to that observed for GRB980425 but less than that of 
any other GRB.  GRB980425/SN1998bw was also seen in a spiral galaxy at 
large offset, and also lacked a detected optical afterglow.

Given the low redshift of this system, inspection of archival images for 
the presence or absence of supernova emission is strongly encouraged. 
We also encourage radio and X-ray observations to look for a late-time 
afterglow or supernova.

Additional information on this GRB, including an image of the field, is 
available at:

http://lyra.berkeley.edu/~dperley/051109b/host.html",0.080,GRB051109B,Keck I (+ LRIS),Spectroscopic,0.08
5437,2006-08-11 08:36:17.000,"GRB 060805B: pseudo-z from spectral parameters of the prompt emissionA. Pelangeon & J-L. Atteia (LATT-OMP) report:

We have used the spectral parameters of GRB 060805B
provided by Bellm et al. (GCNC 5418)
to compute the spectral pseudo-redshift** of this burst
localized by IPN (Hurley et al., GCNC 5407).

We find a pseudo-redshift pz= 1.3 +/- 0.2 (90% error).

** cf. http://www.ast.obs-mip.fr/grb/pz",1.3 +/- 0.2 (90% error),GRB 060805B,"IPN, Hurley et al.",Spectroscopic,
5452,2006-08-15 13:28:56.000,"GRB 060813: pseudo-z from spectral parameters of the promptA. Pelangeon & J-L. Atteia (LATT-OMP) report:

We have used the spectral parameters of GRB 060813
provided by Golenetskii et al. (GCNC 5446) to
compute the spectral pseudo-redshift** of this burst
detected by SWIFT-BAT (Moretti et al., GCNC 5442).

We find a pseudo-redshift pz= 2.38 +/- 0.40

This is a typical value for a GRB.


** cf. http://www.ast.obs-mip.fr/grb/pz


[GCN OPS NOTE(15aug06): This Circular was delayed by ~2 hrs due to problems
at the GCN end.]",2.38 +/- 0.40,GRB 060813,SWIFT-BAT,Spectroscopic,2.38
5470,2006-08-22 22:32:30.000,"GRB060801: host galaxy redshiftA. Cucchiara (PSU), D. B. Fox (PSU), E. Berger (OCIW) and P. A. Price
(IfA,UH) report:

Starting at August, 22nd at 06:05:49 UT, we obtained 2x900 sec spectra 
of the
candidate host galaxy of GRB 060801 (extended source B in GCN5389) using
Gemini North observatory and GMOS spectrograph with 1 arcsec slit and 
R400 grating.
 
We detect a bright emission line at 7942A, with no other apparent
features.  Identifying this line as [OII] at 3727A yields a redshift of
z = 1.131 for this galaxy. At this redshift, the observed fluence of 
8.1e-8 erg/cm2
(GCN 5381) corresponds to an isotropic-equivalent energy of 2.7e50 erg.

We thank the staff at Gemini for performing the observations.

[GCN OPS NOTE(15dec06): Per author's request, the Subject-line 
was changed from ""00801"" to ""060801"".]",z = 1.131,GRB 060801,Gemini North observatory and GMOS spectrograph,Spectroscopic,1.131
5483,2006-08-26 17:57:59.000,"GRB 060825: pseudo-z from spectral parameters of the prompt emissionA. Pelangeon & J-L. Atteia (LATT-OMP) report:

We have used the spectral parameters of GRB 060825
provided by Fenimore et al. (GCNC 5478) to
compute the spectral pseudo-redshift** of this burst
detected by SWIFT-BAT (Sato et al., GCNC 5471).

We find a pseudo-redshift pz= 2.0 +/- 0.6


** cf. http://www.ast.obs-mip.fr/grb/pz",2.0 +/- 0.6,GRB 060825,SWIFT-BAT,Spectroscopic,2.0
5499,2006-09-03 14:57:54.000,"GRB 060901: pseudo-z from spectral parameters of the promptA. Pelangeon & J-L. Atteia (LATT-OMP) report:

We have used the spectral parameters of GRB 060901
provided by Golenetskii et al. (GCNC 5498) to
compute the spectral pseudo-redshift** of this burst
detected by INTEGRAL (Mereghetti et al., GCNC 5491).

We find a pseudo-redshift pz= 2.0 +/- 0.5


** cf. http://www.ast.obs-mip.fr/grb/pz",2.0 +/- 0.5,GRB 060901,INTEGRAL,Spectroscopic,2.0
5513,2006-09-04 09:33:08.000,"GRB 060904B: VLT redshiftD. Fugazza, P. D'Avanzo (INAF/OABr), D. Malesani (SISSA), G. Tagliaferri 
(INAF/OABr), G. Chincarini (Univ. Milano-Bicocca), L. Stella (INAF-OAR), 
J.P.U. Fynbo (DARK/NBI), C. Lidman, H. Sana (ESO), report on behalf of 
the MISTICI collaboration.

We observed the optical counterpart of GRB 060904B (Grupe et al., GCN 
5505; Rykoff et al., GCN 5504). Spectroscopy was performed with VLT + 
FORS1, with mean time Sep 4.318 UT (5.15 hr after the burst).

Several absorption features were clearly identified, among which FeII 
2586, FeII 2600, Mg II 2795,2803, Mg I 2852, Ca H&K 3933,3968. The 
inferred redshift is z = 0.703.

We acknowledge excellent support from the ESO staff.

This message can be cited.",0.703,GRB 060904B,VLT + FORS1,Spectroscopic,0.703
5521,2006-09-04 16:07:09.000,"GRB 060904A: pseudo-z from spectral parameters of the prompt emissionA. Pelangeon & J-L. Atteia (LATT-OMP) report:

We have used the spectral parameters of GRB 060904A
provided by Golenetskii et al. (GCNC 5518) to
compute the spectral pseudo-redshift** of this burst
detected by SWIFT-BAT (trigger #227996:
Grupe et al., GCNC 5502; Krimm et al., GCN 5516).

We find a pseudo-redshift pz= 1.84  0.85

We thank V. Pal'shin for providing the fluence of this GRB
during the main pulse (from T0 to T0+16.64 s, KONUS time).


** cf. http://www.ast.obs-mip.fr/grb/pz",1.84  0.85,GRB 060904A,SWIFT-BAT,Spectroscopic,1.84
5535,2006-09-06 18:17:49.000,"VLT redshift of GRB 060906Paul Vreeswijk (ESO/Cerro Calan), Pall Jakobsson (Hertfordshire),
Cedric Ledoux (ESO), Christina Thoene, Johan Fynbo (DARK) report on
behalf of a larger collaboration:

We observed the optical afterglow (Cenko et al., GCN 5529) of GRB
060906 detected by Swift (Racusin et al., GCN 5528) with ESO's Very
Large Telescope UT2 (Kueyen) at Paranal, Chile. One single FORS1
spectrum with an exposure time of 10min. was taken in twilight, with
the 300V grism and a 1"" slit, providing a wavelength coverage of
3800-8900 at a resolution of 12 A.

We detect a damped Ly alpha line and various other absorption features
such as Si II, Si II*, O I, C II, Si IV at a redshift of z=3.685.

It's a pleasure to thank the excellent support of the Paranal staff,
and in particular that of Claudio Melo, Chris Lidman and Linda
Schmidtobreick.",3.685,GRB 060906,ESO's Very Large Telescope UT2 (Kueyen),Spectroscopic,3.685
5555,2006-09-08 23:48:02.000,"GRB 060908: redshiftE. Rol (U of Leicester), P. Jakobsson (U of Hertfordshire), N. Tanvir
(U of Leicester), A. Levan (U of Hertfordshire), report for a larger
collaboration:

We obtained a spectrum of GRB 060908 (Evans et al, GCN 5544) with 
Gemini-North/GMOS, for a total of 30 minutes starting approximately 2 
hours post burst. We identify absorption lines of CIV (1548, 1551) and
SiII (1304), and possibly AlIII (1863), at a redshift of z = 2.43 +/- 0.05.

We thank the Gemini staff for their support with the observations.",2.43 +/- 0.05,GRB 060908,Gemini-North/GMOS,Spectroscopic,2.43
5568,2006-09-13 06:56:08.000,"GRB 060912: Redshift of nearby 2MASS galaxyE. Berger (Carnegie Observatories) reports on behalf of a larger 
collaboration:

""Starting on 2006 Sep. 13.22 UT we used GMOS on Gemini-South to obtain an 
1800 sec spectrum of the bright 2MASS galaxy located 11"" away from the 
optical afterglow position of GRB 060912 (GCN 5558), at a position angle 
that also included the afterglow position.  The spectrum of the 2MASS 
galaxy it typical of an early-type galaxy with CaII H&K, Mg b, and Na D 
absorption features at a redshift, z=0.0936.  At the position of the 
afterglow we do not detect any clear continuum emission or emission lines 
(4000-7000 A).  If the 2MASS galaxy is in fact the host galaxy of GRB 
060912, then the isotropic-equivalent gamma-ray energy is only 2.6e49 erg. 
Moreover, the nature of the host galaxy would suggest that the GRB is most 
likely to be a short burst.  Deep imaging observations to search for a 
faint galaxy at the position of the afterglow are planned.""",0.0936,GRB 060912,GMOS on Gemini-South,Spectroscopic,0.0936
5617,2006-09-26 20:17:04.000,"GRB 060912A: Redshift of probable host galaxyP. Jakobsson, A. Levan, R. Chapman (U. Hertfordshire), E. Rol,
N. Tanvir (U. Leicester), P. Vreeswijk (ESO), D. Watson (DARK, NBI)

We obtained 6*1200 s spectra of the proposed host galaxy of
GRB 060912A (Levan et al. GCN 5573), using FORS2 on the VLT.
The combined spectrum shows a very strong emission line at 7218A
which we identify with [OII] 3727A at a redshift of z = 0.937. At
the same redshift we also identify H-gamma in emission and possibly
NeIII 3869A. The properties of this host galaxy (in particular
strong [OII] emission) are similar to those seen in long-duration
GRB hosts. We conclude that the proximity of this burst to a low
redshift elliptical galaxy was most likely coincidental.

We thank the VLT staff for their assistance in these observations.",0.937,GRB 060912A,VLT (Very Large Telescope),Spectroscopic,0.937
5690,2006-10-04 17:44:46.000,"GRB 060928: 2 pseudo-z from 2 detections spectral parametersA. Pelangeon & J-L. Atteia (LATT-OMP) report:

We have used the spectral parameters of GRB 060928
provided by Ohno et al. (GCNC 5688) and
Golenetskii et al. (GCNC 5689) to compute
the spectral pseudo-redshift** of this burst
localized by IPN (Hurley et al., GCNC 5684).

- With the parameters of Suzaku/WAM we find
a pseudo-redshift pz= 2.30 +/- 0.70

- With the parameters of Konus-Wind we find
a pseudo-redshift pz= 2.20 +/- 0.45



** cf. http://www.ast.obs-mip.fr/grb/pz",2.30 +/- 0.70,GRB 060928,Suzaku/WAM,Spectroscopic,2.3
5715,2006-10-08 07:51:33.000,"GRB 061007: Magellan SpectroscopyDavid Osip (Las Campanas Observatory), H.-W. Chen (U Chicago), and J. X. Prochaska (UCO/Lick Observatory) report on behalf of a larger collaboration:

""We observed the afterglow of GRB061007 reported by Rykoff & Rujopakarn (GCN 
5706) and confirmed by Mundel et al. (GCN5708) and Bersier et al., using the 
LDSS3 with a 0.75-arcsec slit on the Magellan Clay telescope at the Las
Campanas Observatory.  The observations started at 03:54:00 UT on October 8, 
2006, ~ 18 hours after the inital Swift/BAT trigger, and were carried out 
under a mean seeing condition of 0.75 arcsec in a sequence of five 1200-sec 
exposures.  The final stacked spectrum covers the spectral range from 3900 
Ang to 6500 Ang with a spectral resolution element of 2.4 Ang.  In the 
spectrum, we identify a strong MgII absorption system, accompanied with 
FeII 2344 and 2600 transitions) at z=1.261.  We consider this the likely 
redshift of GRB061007, given the absence of a strong Lya feature (or any 
other strong metal-line transitions) in our spectrum.  We also report an 
intervening MgII system at z=1.06.

Further analysis is underway.

This message may be cited.""",1.261,GRB061007,Magellan Clay telescope at the Las Campanas Observatory,Spectroscopic,1.261
5716,2006-10-08 09:41:49.000,"GRB 061007: OA fading and VLT redshiftPall Jakobsson (U. Hertfordshire), Johan P. U. Fynbo (DARK, NBI),
Nial Tanvir and Evert Rol (U. Leicester) report on behalf of a
larger collaboration:

Using FORS1 on the Very Large Telescope, we have obtained 3*30 min
spectra (300V grating) of the GRB 061007 field (Schady et al., GCN 5707).
The acquisition image shows that the optical afterglow (Rykoff &  
Rujopakarn,
GCN 5706) has R ~ 21.5 on Oct 8.150 (0.727 days post-burst). It is likely
that the host contributes somewhat to the measured flux.

The combined spectrum shows an emission line, presumably corresponding to
[O II] 3727 at z = 1.262. At his redshift we find several other absorption
features, including Mg II and Fe II, consistent with the findings of Osip
et al. (GCN 5715). We also detect the intervening Mg II system at z =1.065.

We thank the Paranal staff for excellent support.",1.262,GRB 061007,Very Large Telescope (VLT),Spectroscopic,1.262
5747,2006-10-22 17:57:23.000,"GRB 061021 - VLT spectrum without linesChristina C. Thoene, Johan P.U. Fynbo (DARK) and Pall Jakobsson (Univ. of
Hertfordshire) report on behalf of a larger collaboration:


We obtained a single 1800s spectrum of the OT of GRB 061021
(GCN 5743) on October 22, 08:07UT, 16.5h after the burst, using FORS1/VLT
and grism 300V. At the time of the observation, the OT had a magnitude of
about R=20.5, based on photometric zeropoints from the ESO webpages.

The spectrum displayed a smooth continuum with no emission or absorption
lines, although the S/N of the source was resonably high. From the lack of
the Ly-alpha forest, a firm upper limit of z<2.0 can be placed on the
redshift of the GRB. This is consistent with the UVOT observations (GCN
5745).

An image of the 2D spectrum can be found at
www.astro.ku.dk/~cthoene/GRBs/


We thank the staff at VLT for performing the observations, especially G.
James.",z<2.0,GRB 061021,FORS1/VLT,Photometric,2.0
5809,2006-11-11 02:32:19.000,"GRB 061110B: VLT redshiftJ.P.U. Fynbo, D. Malesani, C.C. Thoene (NBI-DARK), P.M. Vreeswijk (ESO), 
J. Hjorth (NBI-DARK), C. Henriksen (NOT and DARK), report on behalf of a 
larger collaboration:

We observed the afterglow of GRB 061110B (Fox et al., GCN 5800, Melandri 
et al., GCN 5804) with the ESO-VLT UT2 equipped with FORS1. Observations 
started on 2006 Nov 11.018 UT (2.45 hr after the GRB), and two spectra 
lasting 30 minutes each were acquired with the grism 300V.

 From the analysis of the first spectrum, we clearly see a strong DLA 
through at lambda ~ 5390 AA. From this feature, as well from OI+SiII, 
CII and SiIV, we measure a redshift of z = 3.44.

We acknowledge kind assistance from the ESO staff, in particular Stan 
Stefl and Chris Lidman.

[GCN OPS NOTE(11nov06): Per author's request, the typo in the Subject-line
was changed from ""061011B"" to ""061110B"".]",3.44,GRB 061110B,ESO-VLT UT2 equipped with FORS1,Spectroscopic,3.44
5826,2006-11-21 16:26:12.000,"GRB061121: Spectroscopic RedshiftJ. S. Bloom, D. A. Perley (UC Berkeley) and H.W. Chen (Chicago) report,

""Following the detection of the optical afterglow (GCN 5823, GCN 5824, 
GCN 5825), we obtained approximately 8 spectroscopic exposures of 
120-180 seconds each, beginning at ~15:36 UT with the Keck I 10m 
telescope + LRIS.

The afterglow is strongly detected in all exposures.  Based on a 
preliminary wavelength solution, we identify in absorption a doublet and 
singlet complex which we identify as redshifted Mg I 2853 Ang, Mg II 
2796, 2804 Ang at z = 1.314. We suggest this is redshift of GRB 0611121. 
Further analysis is ongoing.""

This message may be cited.",1.314,GRB061121,Keck I 10m,Spectroscopic,1.314
5946,2006-12-21 09:11:56.000,"GRB 061210: Possible Host Galaxy (S2-G2) Keck SpectrumS. B. Cenko, M. Kasliwal, P. B. Cameron, S. R. Kulkarni (Caltech) and D.
B. Fox (Penn State) report on behalf of a larger collaboration:

We have obtained a spectrum of the possible host galaxy S2-G2 (Berger, GCN
5922) of the short-hard GRB061210 (Cannizzo et al., GCN 5904).  S2-G2 is
an r=21 galaxy with a bulge-dominated morphology on the outskirts of the
possible XRT afterglow S2 (Godet et al., GCN 5921).  Using the
Low-Resolution Imaging Spectrometer mounted on the 10-m Keck I telescope,
we obtained 2 x 30 min spectra of this galaxy at a mean epoch of ~ 13:30
Dec 19 UT.  We measure a redshift of z = 0.41 based on emission lines of
[OII], [OIII], and HI.  With a 15-150 keV fluence of 1.1e-6 erg/cm^2
(Palmer et al., GCN 5905), this corresponds to an isotropic prompt energy
release of 4.6e50 ergs.",0.41,GRB061210,10-m Keck I telescope,Spectroscopic,0.41
5965,2006-12-22 07:02:46.000,"GRB 061217: Magellan host galaxy redshiftE. Berger (Carnegie) reports:

""We obtained a 2100 sec spectrum of the putative host galaxy of the short 
GRB 061217 (GCN #5949).  We clearly detect the [OII]3727 and [OIII]5007 
emission lines at a redshift of z=0.827.  The relative faintness of the 
host and the higher redshift compared to early short GRBs provides 
additional support to the conclusion that a substantial fraction of short 
GRBs arise at z~1 (Berger et al. astro-ph/0611128).  At z=0.827 the 
isotropic-equivalent energy release of the burst is about 8e49 erg.""",0.827,GRB 061217,Magellan,Spectroscopic,0.827
5982,2006-12-25 04:34:34.000,"GRB 050826: MDM RedshiftJ. P. Halpern & N. Mirabal (Columbia U.) report on behalf of the
MDM Observatory GRB follow-up team:

""Previously, we reported the detection of the optical afterglow of
Swift GRB 050826 within a relatively bright, irregular galaxy of
R=21.67, or R=20.1 when corrected for Galactic extinction.
Image subtraction was used to separate the OT contribution
from the host galaxy. See GCNs 3891 and 4749 for details.

On 2006 Dec. 24 UT, we obtained three 1-hour, low-resolution spectra
of the host galaxy using the Boller & Chivens CCD Spectrograph (CCDS)
on the MDM 2.4m telescope.  Acquisition was by blind offset. Narrow
emission lines corresponding to [O II] 3727 and [O III] 4959,5007
are seen in the individual exposures.  Their line strengths are
characteristic of a high-excitation starburst, similar to other
hosts of long bursts.  From the summed spectrum, we derive a redshift
of z=0.297+/-0.001.

The Swift BAT fluence of 4.3x10^-7 erg/cm^2 in the 15-150 keV band
(Markwardt et al., GCN 3888) then corresponds to an isotropic
energy release of 9x10^49 erg using standard cosmological parameters.
This example illustrates the role of image subtraction in completing
the census of low-luminosity GRBs in nearby galaxies.

This message may be cited.""",0.297+/-0.001,GRB 050826,MDM 2.4m telescope,Spectroscopic,0.297
6010,2007-01-11 11:23:49.000,"GRB 070110: VLT absorption redshiftA.O. Jaunsen (Univ. Oslo), D. Malesani, J.P.U. Fynbo, J. Sollerman
(DARK/NBI), P.M. Vreeswijk (ESO), report on behalf of a larger
collaboration.

We observed the optical afterglow of GRB 070110 (Krimm et al., GCN 6005;
Roming et al., GCN 6009) with the ESO VLT equipped with FORS2.
Observations started on 2007 Jan 11.04 UT (17.6 hr after the GRB). Three
1800-s spectra were acquired in the range 3800-8500 AA.

Based on the detection of a DLA and several metallic lines (among which
SiII 1260, SiIV 1394,1403, CIV 1548,1551 and many others), we infer a
redshift z = 2.352 +- 0.001. We also detect Lyalpha in emission
superimposed on the DLA trough. We caution that the wavelength calibration
has been performed using archival lamps.

We acknowledge the excellent support from the ESO/Paranal staff.",2.352 +- 0.001,GRB 070110,ESO VLT equipped with FORS2,Spectroscopic,2.352
6083,2007-02-08 20:55:39.000,"GRB070208: Absorption and emission redshift from GeminiA. Cucchiara (PSU), D. B. Fox (PSU), S. B. Cenko (Caltech) and
P. A. Price (Hawaii) report on behalf of a larger collaboration:

""We observed the optical afterglow (Guidorzi et al., GCN 6077, Fox et
al., GCN 6078) of GRB 070208 (Sato et al., GCN 6074) with the
Gemini-North telescope + Gemini Multi-Object Spectrograph in four
1800-s integrations with mean epoch 11:37 UT on 8 Feb 2007
(approximately 2.5 hours after the burst).  Our spectral coverage is
4000-8300 A.  The bright nearby galaxy seen in archival images (e.g.,
Mirabal & Halpern, GCN 6075) does not fall within our slit.

At the afterglow position we observe a strong [OII] (3727 A) emission
line at redshift z=1.165 superposed on the afterglow continuum, along
with multiple metal absorption features consistent with this redshift,
including: the MgII (2796.4 A, 2803.5 A) doublet, FeII (2600.5 A), and
MnII (2576.9 A).

We conclude that the redshift of GRB 070208 and its underlying host
galaxy is z=1.165.""",z=1.165,GRB 070208,Gemini-North telescope + Gemini Multi-Object Spectrograph,Spectroscopic,1.165
6101,2007-02-13 07:20:20.000,"GRB 070209: Redshift of a galaxy in the error circle of XRT sourceE. Berger (Carnegie Observatories) and D. Fox (Penn State) report on 
behalf of a larger collaboration:

""Using GMOS on the Gemini-south telescope we obtained a 2400 spectrum of 
an apparent galaxy located within the error circle of XRT source #1 (GCN 
6095).  This is the only X-ray source which exhibits signs of fading and 
is the nearest to the BAT error circle of this burst (GCN 6087).  We find 
that the redshift of the galaxy is z=0.314 based on the detection of CaII 
H&K, as well as [OII] and [OIII] emission lines.  At this redshift, the 
isotropic-equivalent energy of the burst is 2.6e48 erg.""",0.314,GRB 070209,Gemini-south telescope,Spectroscopic,0.314
6129,2007-02-23 10:48:20.000,"GRB 070220: pseudo-z~2.15 from spectral parameters of the promptA. Pelangeon & J-L. Atteia (LATT-OMP) report:

We have used the spectral parameters of GRB 070220
provided by Golenetskii et al. (GCNC 6124) to compute the spectral
pseudo-redshift** of this burst detected by SWIFT-BAT
(Stamatikos et al., GCNC 6114; Parsons et al., GCNC 6121).

We find a pseudo-redshift pz= 2.15  0.80


** cf. http://www.ast.obs-mip.fr/grb/pz",2.15  0.80,GRB 070220,SWIFT-BAT,Spectroscopic,2.15
6202,2007-03-12 20:37:34.000,"GRB 070306: possible emission-line redshiftA.O. Jaunsen (Univ. Oslo), C.C. Thoene, J.P.U. Fynbo, J. Hjorth (DARK/ 
NBI),
P. Vreeswijk (ESO) report on behalf of a larger collaboration.

We observed the field of GRB 070306 (Pandey et al., GCN 6169 & GCN  
Report 38.1)
with the ESO/VLT equipped with FORS2. Observations started on 2007  
Mar 08.11 UT
(about 34 hr after the GRB) and three 1800-s spectra were acquired  
with the
300V grism covering a wavelength range of 3500-9500A.

The spectrum consists of a largely featureless continuum from about  
4000-9400A
with the exception of an apparent emission line at ~9310A. The  
emission-line
is very close to the prominent telluric skyline at 9313A, but is seen  
in each
of the three individual spectra. The lack of other detected lines in the
observed wavelength range suggests that the emission line is due to  
[O II] at
a red-shift of z=1.497. It should be cautioned, however, that this  
host galaxy
appears to be highly reddened (as already noted by Rol et al., GCN  
6174), which
could have an unforeseen suppression-effect on the bluer part of the  
spectrum.

We acknowledge the excellent support from the ESO/Paranal staff.",z=1.497,GRB 070306,ESO/VLT equipped with FORS2,Spectroscopic,1.497
